node,Green LED,Yellow LED,Red LED,Idle,TRX_OFF,PLL_ON,RX_ON,TX TX_PWR 0,TX TX_PWR 1,TX TX_PWR 2,TX TX_PWR 3,TX TX_PWR 4,TX TX_PWR 5,TX TX_PWR 6,TX TX_PWR 7,TX TX_PWR 8,TX TX_PWR 9,TX TX_PWR 10,TX TX_PWR 11,TX TX_PWR 12,TX TX_PWR 13,TX TX_PWR 14,TX TX_PWR 15
41,130.8516353736612,130.9275177674085,125.34528630407468,122.70889278449205,135.74665338359358,156.73341408400142,165.77331438827403,167.59164500688087,167.38344878544933,166.6595547711636,165.31218393968405,163.55562743807587,162.72089948546127,161.492780576831,160.35286574932695,158.41547122173031,156.9187256626578,155.15215758300928,154.79829352638507,152.7264583856878,151.27084851929405,149.387875373938,131.68727343983727
42,137.1466344173442,137.95598116531167,137.8123878726287,128.5211774270036,131.4670220822326,148.35382491194795,166.58262466978258,174.67597486620147,174.1739458672087,173.44404078590784,171.9553476287263,171.28300643631437,169.80176788617885,168.8906338323962,167.5404185463659,166.38301185315632,164.77820407748578,163.20887312876786,162.16659013616962,160.2213315718157,158.75322330623308,157.17070731707318,155.6516996612466
43,131.0334680787411,131.44964201519775,129.97320916596863,123.5554870460121,130.49934631723806,149.34193586215147,166.09810518128515,170.6531722508077,169.50667500299153,168.47538327150892,167.49397277731242,166.12295799928202,164.68465735311713,163.36113640442719,162.25731141557975,160.8803346496739,159.0517288500658,157.8360635433495,156.34191605839416,154.56801148806315,152.85569600335046,151.18988948722554,142.4106280141207
45,134.85875618990386,135.15395661057693,133.0730952409566,126.69680078125,134.4869805901088,153.10295967548078,168.10639302884613,171.7804771948801,170.83501093684274,169.85871015624994,168.73388311298078,167.60529986178713,166.3887793269231,165.16036604567307,163.88898431678882,162.5835685096154,161.22992235576925,159.8507082507061,158.43871418269234,156.99370546875,155.4962439757226,153.93558391923563,143.3911630408654
46,136.9940361836184,137.2587585958596,137.55177341734174,128.62190807080708,131.60169240924094,150.017800240024,169.59190915091506,177.0872483048305,176.08839207920792,175.02949546954693,173.88894329432944,172.693295649565,171.45483408340837,170.0712138613861,168.70704812481247,167.18219549954998,165.6992124812481,164.1490230423042,162.64439705970597,161.0969792379238,159.50517773777378,157.75244182418237,155.58640966096607
47,130.3590856470304,131.0459148358281,131.90708527973928,122.92708745247148,125.75982755915014,143.30506361661037,165.32776092467404,167.23670666344765,166.30820194338827,165.04814050334966,164.36213905486147,162.69359077740225,162.1033670931917,161.5593631699662,159.8256937469821,158.09817346692418,157.43724847606978,156.39234950811758,154.41262828173095,153.33972834812,152.43508226702076,150.82574287783677,148.99250440608404
48,132.52016959134616,132.7278291466346,133.22131294315588,124.64977397836537,127.23804795384893,144.34603221153847,164.46671772836538,170.18660447088516,168.73145123490178,168.16852397836539,167.1269189903846,166.5029153296076,164.76382163461543,163.08370186298077,162.26870490325683,161.5477,159.5198433894231,157.87420593714322,157.0361958533654,155.3197075721154,154.18075350039058,152.13310059491616,150.58085180288464
49,130.88861817300116,131.11493277565617,131.63874969689624,122.83435679214404,125.70092494695359,143.39716580782056,165.28392488632917,170.3146119059166,169.19203443258974,168.13923907377097,166.8068181487543,165.15275424345293,164.49237443171486,163.23755358874877,161.9090111542192,160.36554528370513,159.0639448317672,157.50979570805043,156.36490440106695,154.7533990422501,152.8200213385063,151.4445593744317,149.46126138085714
5,127.08845832570067,127.25418999938942,127.14565372168285,120.2266810160591,123.20220777872755,141.0724049334473,158.1972329202027,163.3657599829039,162.6900316888509,161.4853958727639,160.18030681401882,159.80942786494904,158.67312918981625,157.21814861399434,156.12893516087675,154.71970419439526,153.6708829527415,152.28685920996395,151.07554966725687,149.47919007204788,148.00764735331825,147.10771414616278,143.14929112223714
51,136.96947078924885,136.81545738318985,137.94132919295478,128.5004375657203,131.6167879863302,148.30552517087276,170.4334718407045,174.62198100808308,174.01685199789696,172.6167552576235,171.62312689754881,170.74725184016825,169.23161382754995,168.0653196635121,166.7310785305908,164.99610311514198,164.15889451892744,162.24785706775316,160.8719804823553,159.87470675604627,157.77638498948474,156.2286787803115,154.91008201892743
